Unnamed: 0,state,group_size,homeowner,car_age,car_value,risk_factor,age_oldest,age_youngest,married_couple,C_previous,duration_previous,A,B,C,D,E,F,G,cost,car_age_bins,age_oldest_bins,age_youngest_bins,duration_previous_bins
14080,FL,1,1,8,f,1.0,68,68,0,1.0,6.0,1,1,1,3,1,2,3,607,"(5, 10]","(65, 75]","(65, 75]","(3, 6]"
14081,KY,1,0,7,f,0.0,22,22,0,1.0,3.0,1,1,1,1,1,2,1,712,"(5, 10]","(15, 25]","(15, 25]","(0, 3]"
14082,KY,1,0,7,f,0.0,22,22,0,1.0,3.0,1,0,1,1,0,1,1,713,"(5, 10]","(15, 25]","(15, 25]","(0, 3]"
14083,KY,1,0,7,f,0.0,22,22,0,1.0,3.0,1,0,1,1,0,1,1,718,"(5, 10]","(15, 25]","(15, 25]","(0, 3]"
14084,KY,1,0,7,f,0.0,22,22,0,1.0,3.0,1,0,1,1,0,1,1,729,"(5, 10]","(15, 25]","(15, 25]","(0, 3]"
14085,AR,1,0,12,e,0.0,42,42,0,1.0,2.0,2,1,1,1,1,2,1,646,"(10, 15]","(35, 45]","(35, 45]","(0, 3]"
14086,AR,1,0,12,e,0.0,42,42,0,1.0,2.0,1,1,1,1,1,2,1,646,"(10, 15]","(35, 45]","(35, 45]","(0, 3]"
14087,AR,1,0,12,e,0.0,42,42,0,1.0,2.0,1,1,1,1,1,2,2,667,"(10, 15]","(35, 45]","(35, 45]","(0, 3]"
14088,OK,1,0,6,d,0.0,26,26,0,1.0,2.0,1,1,1,1,0,2,2,671,"(5, 10]","(25, 35]","(25, 35]","(0, 3]"
14089,OK,1,0,6,d,0.0,26,26,0,1.0,2.0,2,1,1,1,0,2,3,656,"(5, 10]","(25, 35]","(25, 35]","(0, 3]"
14090,OK,1,0,6,d,0.0,26,26,0,1.0,2.0,2,1,1,1,0,2,3,651,"(5, 10]","(25, 35]","(25, 35]","(0, 3]"
14091,OK,1,0,6,d,0.0,26,26,0,1.0,2.0,2,1,1,1,1,2,3,654,"(5, 10]","(25, 35]","(25, 35]","(0, 3]"
14092,NY,2,1,1,e,1.0,75,32,1,3.0,13.0,2,0,3,3,0,0,2,687,"(0, 5]","(65, 75]","(25, 35]","(12, 15]"
14093,NY,2,1,1,e,1.0,75,32,1,3.0,13.0,2,0,3,3,1,0,2,689,"(0, 5]","(65, 75]","(25, 35]","(12, 15]"
14094,NY,2,1,1,e,1.0,75,32,1,3.0,13.0,2,0,3,3,1,0,2,689,"(0, 5]","(65, 75]","(25, 35]","(12, 15]"
14095,AL,1,1,10,e,2.0,75,75,0,1.0,15.0,0,0,1,1,0,0,3,556,"(5, 10]","(65, 75]","(65, 75]","(12, 15]"
14096,AL,1,1,10,e,2.0,75,75,0,1.0,15.0,1,1,1,2,0,1,2,601,"(5, 10]","(65, 75]","(65, 75]","(12, 15]"
14097,AL,1,1,10,e,2.0,75,75,0,1.0,15.0,1,1,1,2,0,1,2,605,"(5, 10]","(65, 75]","(65, 75]","(12, 15]"
14098,AL,1,1,10,e,2.0,75,75,0,1.0,15.0,1,1,1,2,0,1,2,595,"(5, 10]","(65, 75]","(65, 75]","(12, 15]"
14099,AL,1,1,10,e,2.0,75,75,0,1.0,15.0,1,1,1,2,0,1,2,595,"(5, 10]","(65, 75]","(65, 75]","(12, 15]"
14100,AL,1,1,10,e,2.0,75,75,0,1.0,15.0,1,1,1,2,0,1,2,595,"(5, 10]","(65, 75]","(65, 75]","(12, 15]"
14101,AL,1,1,10,e,2.0,75,75,0,1.0,15.0,1,1,1,2,0,1,2,595,"(5, 10]","(65, 75]","(65, 75]","(12, 15]"
14102,IN,1,0,9,e,3.0,35,35,0,2.0,1.0,2,0,2,2,0,2,1,591,"(5, 10]","(25, 35]","(25, 35]","(0, 3]"
14103,IN,1,0,9,e,3.0,35,35,0,2.0,1.0,1,0,2,2,0,2,1,602,"(5, 10]","(25, 35]","(25, 35]","(0, 3]"
14104,IN,1,0,9,e,3.0,35,35,0,2.0,1.0,1,0,2,2,0,2,1,595,"(5, 10]","(25, 35]","(25, 35]","(0, 3]"
14105,IN,1,0,9,e,3.0,35,35,0,2.0,1.0,1,0,2,2,0,2,1,595,"(5, 10]","(25, 35]","(25, 35]","(0, 3]"
14106,IN,1,0,9,e,3.0,35,35,0,2.0,1.0,1,0,2,2,0,2,1,595,"(5, 10]","(25, 35]","(25, 35]","(0, 3]"
14107,IN,1,0,9,e,3.0,35,35,0,2.0,1.0,1,0,2,2,0,2,1,595,"(5, 10]","(25, 35]","(25, 35]","(0, 3]"
14108,WA,1,0,7,g,4.0,39,39,0,1.0,2.0,1,0,2,2,0,1,2,698,"(5, 10]","(35, 45]","(35, 45]","(0, 3]"
14109,WA,1,0,7,g,4.0,39,39,0,1.0,2.0,1,0,2,2,0,2,1,647,"(5, 10]","(35, 45]","(35, 45]","(0, 3]"
14110,WA,1,0,7,g,4.0,39,39,0,1.0,2.0,1,1,3,3,1,2,1,663,"(5, 10]","(35, 45]","(35, 45]","(0, 3]"
14111,WA,1,0,7,g,4.0,39,39,0,1.0,2.0,1,1,3,3,1,2,3,671,"(5, 10]","(35, 45]","(35, 45]","(0, 3]"
14112,MO,1,0,2,f,0.0,34,34,0,2.0,1.0,1,1,2,2,1,2,2,661,"(0, 5]","(25, 35]","(25, 35]","(0, 3]"
14113,MO,1,0,2,f,0.0,34,34,0,2.0,1.0,1,1,2,2,0,2,2,669,"(0, 5]","(25, 35]","(25, 35]","(0, 3]"
14114,MO,1,0,2,f,0.0,34,34,0,2.0,1.0,1,1,2,2,0,2,2,673,"(0, 5]","(25, 35]","(25, 35]","(0, 3]"
14115,MO,1,0,2,f,0.0,34,34,0,2.0,1.0,1,1,2,2,0,2,2,673,"(0, 5]","(25, 35]","(25, 35]","(0, 3]"
14116,MO,1,0,2,f,0.0,34,34,0,2.0,1.0,1,1,2,2,0,2,2,673,"(0, 5]","(25, 35]","(25, 35]","(0, 3]"
14117,FL,1,1,5,e,3.0,21,21,0,3.0,6.0,1,0,3,3,0,2,3,678,"(0, 5]","(15, 25]","(15, 25]","(3, 6]"
14118,FL,1,1,5,e,3.0,21,21,0,3.0,6.0,1,0,3,3,0,2,3,678,"(0, 5]","(15, 25]","(15, 25]","(3, 6]"
14119,ID,1,1,4,e,1.0,57,57,0,3.0,5.0,2,0,1,2,0,2,4,583,"(0, 5]","(55, 65]","(55, 65]","(3, 6]"
14120,ID,1,1,4,e,1.0,57,57,0,3.0,5.0,2,0,1,2,0,2,3,576,"(0, 5]","(55, 65]","(55, 65]","(3, 6]"
14121,IA,1,1,4,g,3.0,42,42,0,3.0,4.0,1,1,2,2,1,2,1,581,"(0, 5]","(35, 45]","(35, 45]","(3, 6]"
14122,IA,1,1,4,g,3.0,42,42,0,3.0,4.0,1,1,3,3,1,2,2,585,"(0, 5]","(35, 45]","(35, 45]","(3, 6]"
14123,IA,1,1,4,g,3.0,42,42,0,3.0,4.0,1,1,3,3,1,2,2,591,"(0, 5]","(35, 45]","(35, 45]","(3, 6]"
14124,NY,1,1,5,g,2.0,38,38,0,4.0,4.0,1,0,3,3,1,0,2,670,"(0, 5]","(35, 45]","(35, 45]","(3, 6]"
14125,NY,1,1,5,g,2.0,38,38,0,4.0,4.0,1,0,4,3,1,0,1,660,"(0, 5]","(35, 45]","(35, 45]","(3, 6]"
14126,NY,1,1,5,g,2.0,38,38,0,4.0,4.0,1,0,4,3,1,0,1,652,"(0, 5]","(35, 45]","(35, 45]","(3, 6]"
14127,NY,1,1,5,g,2.0,38,38,0,4.0,4.0,1,0,4,3,1,0,1,656,"(0, 5]","(35, 45]","(35, 45]","(3, 6]"
14128,NY,1,1,5,g,2.0,38,38,0,4.0,4.0,1,0,4,3,1,0,1,656,"(0, 5]","(35, 45]","(35, 45]","(3, 6]"
14129,NY,1,1,5,g,2.0,38,38,0,4.0,4.0,1,0,4,3,1,0,1,656,"(0, 5]","(35, 45]","(35, 45]","(3, 6]"
14130,FL,1,1,12,f,2.0,46,46,0,1.0,4.0,0,0,1,2,0,0,3,676,"(10, 15]","(45, 55]","(45, 55]","(3, 6]"
14131,FL,1,1,12,f,2.0,46,46,0,1.0,4.0,0,0,1,3,0,0,3,684,"(10, 15]","(45, 55]","(45, 55]","(3, 6]"
14132,MD,1,0,5,e,2.0,26,26,0,1.0,4.0,0,0,1,1,0,0,4,634,"(0, 5]","(25, 35]","(25, 35]","(3, 6]"
14133,MD,1,0,5,e,2.0,26,26,0,1.0,4.0,1,1,1,1,1,1,3,691,"(0, 5]","(25, 35]","(25, 35]","(3, 6]"
14134,MD,1,0,5,e,2.0,26,26,0,1.0,4.0,1,1,1,1,1,1,3,700,"(0, 5]","(25, 35]","(25, 35]","(3, 6]"
14135,MD,1,0,5,e,2.0,26,26,0,1.0,4.0,1,1,1,1,1,1,3,700,"(0, 5]","(25, 35]","(25, 35]","(3, 6]"
14136,IN,1,0,17,d,3.0,20,20,0,0.0,0.0,1,0,1,1,0,2,2,734,"(15, 20]","(15, 25]","(15, 25]",
14137,IN,1,0,17,d,3.0,20,20,0,0.0,0.0,0,0,1,1,0,0,2,627,"(15, 20]","(15, 25]","(15, 25]",
14138,NY,2,0,3,e,1.0,39,38,1,3.0,13.0,1,0,3,3,0,0,2,658,"(0, 5]","(35, 45]","(35, 45]","(12, 15]"
14139,NY,2,0,3,e,1.0,39,38,1,3.0,13.0,1,0,3,3,0,0,2,658,"(0, 5]","(35, 45]","(35, 45]","(12, 15]"
14140,NY,2,0,3,e,1.0,39,38,1,3.0,13.0,1,0,3,3,0,0,2,658,"(0, 5]","(35, 45]","(35, 45]","(12, 15]"
14141,NY,2,0,3,e,1.0,39,38,1,3.0,13.0,1,0,3,3,0,0,2,658,"(0, 5]","(35, 45]","(35, 45]","(12, 15]"
14142,NY,2,0,3,e,1.0,39,38,1,3.0,13.0,1,0,3,3,0,0,4,669,"(0, 5]","(35, 45]","(35, 45]","(12, 15]"
14143,NY,2,0,3,e,1.0,39,38,1,3.0,13.0,1,0,3,3,0,0,4,669,"(0, 5]","(35, 45]","(35, 45]","(12, 15]"
14144,OH,1,0,13,f,4.0,27,27,0,3.0,2.0,1,1,3,3,1,2,3,611,"(10, 15]","(25, 35]","(25, 35]","(0, 3]"
14145,OH,1,0,13,f,4.0,27,27,0,3.0,2.0,1,0,2,3,1,2,3,607,"(10, 15]","(25, 35]","(25, 35]","(0, 3]"
14146,OH,1,0,13,f,4.0,27,27,0,3.0,2.0,1,0,2,3,1,2,3,607,"(10, 15]","(25, 35]","(25, 35]","(0, 3]"
14147,KY,1,1,3,g,3.0,44,44,0,3.0,5.0,1,1,3,3,1,2,3,626,"(0, 5]","(35, 45]","(35, 45]","(3, 6]"
14148,KY,1,1,3,g,3.0,44,44,0,3.0,5.0,1,1,3,3,1,2,3,624,"(0, 5]","(35, 45]","(35, 45]","(3, 6]"
14149,KY,1,1,3,g,3.0,44,44,0,3.0,5.0,1,1,3,3,1,2,3,625,"(0, 5]","(35, 45]","(35, 45]","(3, 6]"
14150,KY,1,1,3,g,3.0,44,44,0,3.0,5.0,1,1,3,3,1,2,3,625,"(0, 5]","(35, 45]","(35, 45]","(3, 6]"
14151,KY,1,1,3,g,3.0,44,44,0,3.0,5.0,1,1,3,3,1,2,3,625,"(0, 5]","(35, 45]","(35, 45]","(3, 6]"
14152,KY,1,1,3,g,3.0,44,44,0,3.0,5.0,1,1,3,3,1,2,3,625,"(0, 5]","(35, 45]","(35, 45]","(3, 6]"
14153,KY,1,1,3,g,3.0,44,44,0,3.0,5.0,1,1,3,3,1,2,3,625,"(0, 5]","(35, 45]","(35, 45]","(3, 6]"
14154,PA,1,0,14,g,0.0,55,55,0,2.0,1.0,0,0,1,1,0,0,3,585,"(10, 15]","(45, 55]","(45, 55]","(0, 3]"
14155,PA,1,0,14,g,0.0,55,55,0,2.0,1.0,0,0,1,1,0,0,3,609,"(10, 15]","(45, 55]","(45, 55]","(0, 3]"
14156,PA,1,0,14,g,0.0,55,55,0,2.0,1.0,0,0,1,1,0,0,1,601,"(10, 15]","(45, 55]","(45, 55]","(0, 3]"
14157,NY,1,1,2,g,2.0,29,29,0,4.0,10.0,2,0,3,3,0,0,2,646,"(0, 5]","(25, 35]","(25, 35]","(9, 12]"
14158,NY,1,1,2,g,2.0,29,29,0,4.0,10.0,2,0,3,3,0,0,2,646,"(0, 5]","(25, 35]","(25, 35]","(9, 12]"
14159,IN,1,1,12,d,1.0,58,58,0,4.0,10.0,1,0,3,3,0,1,2,584,"(10, 15]","(55, 65]","(55, 65]","(9, 12]"
14160,IN,1,1,12,d,1.0,58,58,0,4.0,10.0,1,0,3,3,0,1,1,574,"(10, 15]","(55, 65]","(55, 65]","(9, 12]"
14161,IN,1,1,12,d,1.0,58,58,0,4.0,10.0,1,1,4,3,1,1,1,594,"(10, 15]","(55, 65]","(55, 65]","(9, 12]"
14162,FL,2,0,14,g,2.0,36,29,1,3.0,7.0,1,1,1,3,1,2,3,648,"(10, 15]","(35, 45]","(25, 35]","(6, 9]"
14163,FL,2,0,14,g,2.0,36,29,1,3.0,7.0,0,1,3,3,0,0,3,637,"(10, 15]","(35, 45]","(25, 35]","(6, 9]"
14164,FL,2,0,14,g,2.0,36,29,1,3.0,7.0,0,1,3,3,0,0,3,637,"(10, 15]","(35, 45]","(25, 35]","(6, 9]"
14165,FL,2,0,14,g,2.0,36,29,1,3.0,7.0,0,1,3,3,0,0,3,637,"(10, 15]","(35, 45]","(25, 35]","(6, 9]"
14166,FL,2,0,14,g,2.0,36,29,1,3.0,7.0,0,1,3,3,0,0,3,637,"(10, 15]","(35, 45]","(25, 35]","(6, 9]"
14167,NY,2,1,2,e,1.0,75,75,1,3.0,6.0,1,1,3,3,1,0,2,689,"(0, 5]","(65, 75]","(65, 75]","(3, 6]"
14168,NY,2,1,2,e,1.0,75,75,1,3.0,6.0,1,1,4,3,1,0,2,704,"(0, 5]","(65, 75]","(65, 75]","(3, 6]"
14169,IN,1,0,11,e,3.0,28,28,0,0.0,0.0,1,1,1,1,0,1,2,696,"(10, 15]","(25, 35]","(25, 35]",
14170,IN,1,0,11,e,3.0,28,28,0,0.0,0.0,0,0,1,1,0,0,1,585,"(10, 15]","(25, 35]","(25, 35]",
14171,IN,1,0,11,e,3.0,28,28,0,0.0,0.0,0,0,1,1,0,0,2,592,"(10, 15]","(25, 35]","(25, 35]",
14172,IA,2,0,13,f,0.0,50,48,1,4.0,1.0,1,0,3,3,0,2,2,562,"(10, 15]","(45, 55]","(45, 55]","(0, 3]"
14173,IA,2,0,13,f,0.0,50,48,1,4.0,1.0,1,0,3,3,0,2,2,562,"(10, 15]","(45, 55]","(45, 55]","(0, 3]"
14174,IA,2,0,13,f,0.0,50,48,1,4.0,1.0,1,0,4,3,0,2,2,569,"(10, 15]","(45, 55]","(45, 55]","(0, 3]"
14175,IA,2,0,13,f,0.0,50,48,1,4.0,1.0,1,0,4,3,0,2,2,569,"(10, 15]","(45, 55]","(45, 55]","(0, 3]"
14176,IA,2,0,13,f,0.0,50,48,1,4.0,1.0,1,0,4,3,0,1,2,581,"(10, 15]","(45, 55]","(45, 55]","(0, 3]"
14177,IA,2,0,13,f,0.0,50,48,1,4.0,1.0,1,0,4,3,0,1,2,581,"(10, 15]","(45, 55]","(45, 55]","(0, 3]"
14178,CT,1,0,7,d,3.0,36,36,0,1.0,3.0,1,1,1,3,1,0,2,647,"(5, 10]","(35, 45]","(35, 45]","(0, 3]"
14179,CT,1,0,7,d,3.0,36,36,0,1.0,3.0,1,1,1,3,1,0,1,643,"(5, 10]","(35, 45]","(35, 45]","(0, 3]"
14180,FL,1,0,13,f,1.0,50,50,0,3.0,7.0,2,0,2,3,1,3,3,604,"(10, 15]","(45, 55]","(45, 55]","(6, 9]"
14181,FL,1,0,13,f,1.0,50,50,0,3.0,7.0,1,0,3,3,0,1,3,643,"(10, 15]","(45, 55]","(45, 55]","(6, 9]"
14182,FL,1,0,13,f,1.0,50,50,0,3.0,7.0,1,0,3,3,0,1,3,643,"(10, 15]","(45, 55]","(45, 55]","(6, 9]"
14183,FL,1,0,13,f,1.0,50,50,0,3.0,7.0,1,0,3,3,0,1,3,643,"(10, 15]","(45, 55]","(45, 55]","(6, 9]"
14184,FL,1,0,13,f,1.0,50,50,0,3.0,7.0,1,0,3,3,0,1,3,643,"(10, 15]","(45, 55]","(45, 55]","(6, 9]"
14185,FL,1,0,13,f,1.0,50,50,0,3.0,7.0,1,0,3,3,0,1,3,643,"(10, 15]","(45, 55]","(45, 55]","(6, 9]"
14186,GA,2,0,22,g,0.0,43,18,0,3.0,15.0,0,0,2,2,0,0,2,588,"(20, 25]","(35, 45]","(15, 25]","(12, 15]"
14187,GA,2,0,22,g,0.0,43,18,0,3.0,15.0,0,0,2,3,0,0,3,603,"(20, 25]","(35, 45]","(15, 25]","(12, 15]"
14188,NY,1,1,1,g,1.0,58,58,0,4.0,15.0,1,0,4,3,1,0,2,675,"(0, 5]","(55, 65]","(55, 65]","(12, 15]"
14189,NY,1,1,1,g,1.0,58,58,0,4.0,15.0,1,0,4,3,1,0,2,676,"(0, 5]","(55, 65]","(55, 65]","(12, 15]"
14190,NY,1,1,1,g,1.0,58,58,0,4.0,15.0,1,0,4,3,1,0,2,681,"(0, 5]","(55, 65]","(55, 65]","(12, 15]"
14191,NY,1,1,1,g,1.0,58,58,0,4.0,15.0,1,0,4,3,1,0,2,681,"(0, 5]","(55, 65]","(55, 65]","(12, 15]"
14192,NY,1,1,1,g,1.0,58,58,0,4.0,15.0,1,0,4,3,1,0,2,681,"(0, 5]","(55, 65]","(55, 65]","(12, 15]"
14193,NY,1,1,1,g,1.0,58,58,0,4.0,15.0,1,0,4,3,1,0,2,681,"(0, 5]","(55, 65]","(55, 65]","(12, 15]"
14194,UT,1,1,12,f,4.0,23,23,0,2.0,8.0,1,0,2,2,0,1,4,616,"(10, 15]","(15, 25]","(15, 25]","(6, 9]"
14195,UT,1,1,12,f,4.0,23,23,0,2.0,8.0,0,0,2,2,0,1,2,568,"(10, 15]","(15, 25]","(15, 25]","(6, 9]"
14196,UT,1,1,12,f,4.0,23,23,0,2.0,8.0,0,0,2,2,0,1,2,569,"(10, 15]","(15, 25]","(15, 25]","(6, 9]"
14197,UT,1,1,12,f,4.0,23,23,0,2.0,8.0,0,0,2,2,0,1,2,569,"(10, 15]","(15, 25]","(15, 25]","(6, 9]"
14198,UT,1,1,12,f,4.0,23,23,0,2.0,8.0,0,0,2,2,0,1,2,569,"(10, 15]","(15, 25]","(15, 25]","(6, 9]"
14199,NY,1,0,2,e,4.0,45,45,0,3.0,8.0,1,0,1,2,0,0,1,664,"(0, 5]","(35, 45]","(35, 45]","(6, 9]"
14200,NY,1,0,2,e,4.0,45,45,0,3.0,8.0,1,0,3,3,1,0,2,679,"(0, 5]","(35, 45]","(35, 45]","(6, 9]"
14201,CT,1,1,7,g,0.0,54,54,0,3.0,1.0,1,0,1,3,1,0,1,665,"(5, 10]","(45, 55]","(45, 55]","(0, 3]"
14202,CT,1,1,7,g,0.0,54,54,0,3.0,1.0,1,0,3,3,1,0,1,679,"(5, 10]","(45, 55]","(45, 55]","(0, 3]"
14203,MD,1,1,4,g,0.0,42,42,0,3.0,15.0,1,0,3,3,0,2,4,633,"(0, 5]","(35, 45]","(35, 45]","(12, 15]"
14204,MD,1,1,4,g,0.0,42,42,0,3.0,15.0,1,0,3,3,0,2,4,636,"(0, 5]","(35, 45]","(35, 45]","(12, 15]"
14205,OH,1,0,5,d,0.0,26,26,0,2.0,2.0,1,1,3,3,1,2,2,686,"(0, 5]","(25, 35]","(25, 35]","(0, 3]"
14206,OH,1,0,5,d,0.0,26,26,0,2.0,2.0,1,0,1,2,1,2,2,682,"(0, 5]","(25, 35]","(25, 35]","(0, 3]"
14207,NV,1,0,2,e,4.0,66,66,0,3.0,3.0,1,1,1,3,1,1,2,680,"(0, 5]","(65, 75]","(65, 75]","(0, 3]"
14208,NV,1,0,2,e,4.0,66,66,0,3.0,3.0,1,1,1,3,1,1,1,679,"(0, 5]","(65, 75]","(65, 75]","(0, 3]"
14209,NV,1,0,2,e,4.0,66,66,0,3.0,3.0,1,1,1,3,1,1,1,670,"(0, 5]","(65, 75]","(65, 75]","(0, 3]"
14210,NV,1,0,2,e,4.0,66,66,0,3.0,3.0,1,0,3,3,1,2,1,675,"(0, 5]","(65, 75]","(65, 75]","(0, 3]"
14211,NV,1,0,2,e,4.0,66,66,0,3.0,3.0,1,0,3,3,1,2,1,688,"(0, 5]","(65, 75]","(65, 75]","(0, 3]"
14212,NV,2,0,2,e,4.0,66,41,0,3.0,3.0,1,0,3,3,1,0,2,742,"(0, 5]","(65, 75]","(35, 45]","(0, 3]"
14213,NV,2,0,2,e,4.0,66,41,0,3.0,3.0,1,0,3,3,1,0,2,747,"(0, 5]","(65, 75]","(35, 45]","(0, 3]"
14214,NV,2,0,2,e,4.0,66,41,0,3.0,3.0,1,0,3,3,1,0,2,747,"(0, 5]","(65, 75]","(35, 45]","(0, 3]"
14215,NV,2,0,2,e,4.0,66,41,0,3.0,3.0,1,0,3,3,1,0,2,742,"(0, 5]","(65, 75]","(35, 45]","(0, 3]"
14216,PA,2,1,7,h,1.0,75,71,1,3.0,6.0,1,0,3,2,0,1,4,588,"(5, 10]","(65, 75]","(65, 75]","(3, 6]"
14217,PA,2,1,7,h,1.0,75,71,1,3.0,6.0,1,1,3,3,1,1,4,588,"(5, 10]","(65, 75]","(65, 75]","(3, 6]"
14218,PA,2,1,7,h,1.0,75,71,1,3.0,6.0,2,1,3,3,1,1,3,582,"(5, 10]","(65, 75]","(65, 75]","(3, 6]"
14219,PA,2,1,7,h,1.0,75,71,1,3.0,6.0,2,1,3,3,1,1,3,582,"(5, 10]","(65, 75]","(65, 75]","(3, 6]"
14220,OK,1,0,6,e,1.0,75,75,0,3.0,15.0,1,0,3,2,0,1,2,696,"(5, 10]","(65, 75]","(65, 75]","(12, 15]"
14221,OK,1,0,6,e,1.0,75,75,0,3.0,15.0,1,0,3,2,0,1,2,696,"(5, 10]","(65, 75]","(65, 75]","(12, 15]"
14222,OK,1,0,6,e,1.0,75,75,0,3.0,15.0,1,0,2,2,0,2,2,682,"(5, 10]","(65, 75]","(65, 75]","(12, 15]"
14223,OK,1,0,6,e,1.0,75,75,0,3.0,15.0,1,0,2,2,0,2,2,682,"(5, 10]","(65, 75]","(65, 75]","(12, 15]"
14224,OK,1,0,6,e,1.0,75,75,0,3.0,15.0,1,0,2,2,0,2,2,682,"(5, 10]","(65, 75]","(65, 75]","(12, 15]"
14225,AL,2,1,12,h,0.0,29,27,1,2.0,12.0,0,1,2,2,0,0,2,574,"(10, 15]","(25, 35]","(25, 35]","(9, 12]"
14226,AL,2,1,12,h,0.0,29,27,1,2.0,12.0,0,1,2,2,0,0,2,578,"(10, 15]","(25, 35]","(25, 35]","(9, 12]"
14227,AL,2,1,12,h,0.0,29,27,1,2.0,12.0,0,1,2,2,0,0,2,578,"(10, 15]","(25, 35]","(25, 35]","(9, 12]"
14228,AL,2,1,12,h,0.0,29,27,1,2.0,12.0,0,1,2,2,0,0,2,578,"(10, 15]","(25, 35]","(25, 35]","(9, 12]"
14229,GA,1,1,4,d,0.0,49,49,0,1.0,1.0,0,0,2,2,0,0,4,633,"(0, 5]","(45, 55]","(45, 55]","(0, 3]"
14230,GA,1,1,4,d,0.0,49,49,0,1.0,1.0,0,0,2,2,0,0,2,623,"(0, 5]","(45, 55]","(45, 55]","(0, 3]"
14231,GA,1,1,4,d,0.0,49,49,0,1.0,1.0,1,0,2,2,0,2,2,677,"(0, 5]","(45, 55]","(45, 55]","(0, 3]"
14232,GA,1,1,4,d,0.0,49,49,0,1.0,1.0,1,0,2,2,0,2,2,684,"(0, 5]","(45, 55]","(45, 55]","(0, 3]"
14233,NV,2,0,8,f,0.0,52,50,1,3.0,1.0,0,1,3,3,0,0,1,709,"(5, 10]","(45, 55]","(45, 55]","(0, 3]"
14234,NV,2,0,8,f,0.0,52,50,1,3.0,1.0,0,1,3,3,0,0,1,737,"(5, 10]","(45, 55]","(45, 55]","(0, 3]"
14235,NV,2,0,8,f,0.0,52,50,1,3.0,1.0,0,1,3,3,0,0,1,737,"(5, 10]","(45, 55]","(45, 55]","(0, 3]"
14236,NV,2,0,8,f,0.0,52,50,1,3.0,1.0,0,1,3,3,0,0,1,737,"(5, 10]","(45, 55]","(45, 55]","(0, 3]"
14237,NV,2,0,8,f,0.0,52,50,1,3.0,1.0,0,1,3,3,0,0,1,737,"(5, 10]","(45, 55]","(45, 55]","(0, 3]"
14238,NY,1,0,1,f,3.0,49,49,0,1.0,2.0,2,0,1,1,0,0,2,726,"(0, 5]","(45, 55]","(45, 55]","(0, 3]"
14239,NY,1,0,1,f,3.0,49,49,0,1.0,2.0,2,0,1,1,0,0,2,732,"(0, 5]","(45, 55]","(45, 55]","(0, 3]"
14240,NY,1,0,1,f,3.0,49,49,0,1.0,2.0,2,0,1,1,0,0,2,732,"(0, 5]","(45, 55]","(45, 55]","(0, 3]"
14241,NY,1,0,1,f,3.0,49,49,0,1.0,2.0,2,0,1,1,0,0,2,736,"(0, 5]","(45, 55]","(45, 55]","(0, 3]"
14242,ME,1,0,14,f,3.0,20,20,0,2.0,5.0,1,1,2,3,1,2,1,674,"(10, 15]","(15, 25]","(15, 25]","(3, 6]"
14243,ME,1,0,14,f,3.0,20,20,0,2.0,5.0,0,0,2,3,0,0,1,615,"(10, 15]","(15, 25]","(15, 25]","(3, 6]"
14244,ME,1,0,14,f,3.0,20,20,0,2.0,5.0,0,0,2,3,0,0,1,620,"(10, 15]","(15, 25]","(15, 25]","(3, 6]"
14245,OH,1,1,7,c,3.0,50,50,0,3.0,3.0,1,0,3,3,0,2,4,596,"(5, 10]","(45, 55]","(45, 55]","(0, 3]"
14246,OH,1,1,7,c,3.0,50,50,0,3.0,3.0,1,0,3,3,0,2,4,596,"(5, 10]","(45, 55]","(45, 55]","(0, 3]"
14247,OH,1,1,7,c,3.0,50,50,0,3.0,3.0,1,0,3,3,1,2,4,600,"(5, 10]","(45, 55]","(45, 55]","(0, 3]"
14248,OH,1,1,7,c,3.0,50,50,0,3.0,3.0,1,0,3,3,1,2,4,611,"(5, 10]","(45, 55]","(45, 55]","(0, 3]"
14249,OH,1,1,7,c,3.0,50,50,0,3.0,3.0,1,0,3,3,1,2,4,615,"(5, 10]","(45, 55]","(45, 55]","(0, 3]"
14250,OH,1,1,7,c,3.0,50,50,0,3.0,3.0,1,0,3,3,1,2,4,615,"(5, 10]","(45, 55]","(45, 55]","(0, 3]"
14251,CT,1,0,2,e,0.0,47,47,0,3.0,15.0,1,0,3,3,0,0,1,689,"(0, 5]","(45, 55]","(45, 55]","(12, 15]"
14252,CT,1,0,2,e,0.0,47,47,0,3.0,15.0,1,0,3,3,0,0,1,689,"(0, 5]","(45, 55]","(45, 55]","(12, 15]"
14253,CT,1,0,2,e,0.0,47,47,0,3.0,15.0,1,0,3,2,0,0,1,692,"(0, 5]","(45, 55]","(45, 55]","(12, 15]"
14254,FL,2,0,4,i,1.0,39,36,1,1.0,14.0,0,0,2,1,0,0,2,574,"(0, 5]","(35, 45]","(35, 45]","(12, 15]"
14255,FL,2,0,4,i,1.0,39,36,1,1.0,14.0,0,0,2,1,0,0,2,574,"(0, 5]","(35, 45]","(35, 45]","(12, 15]"
14256,FL,2,0,4,i,1.0,39,36,1,1.0,14.0,0,0,2,1,0,0,4,546,"(0, 5]","(35, 45]","(35, 45]","(12, 15]"
14257,FL,2,0,4,i,1.0,39,36,1,1.0,14.0,1,0,1,1,0,2,4,659,"(0, 5]","(35, 45]","(35, 45]","(12, 15]"
